19185 2.59029e+07
17675 4093 5824.07
17676 15747 159.087
17677 17153 295.458
17677 11915 471.149
17678 7193 138.166
17678 1434 23.386
17679 15282 81.944
17680 10145 58.677
17681 7831 205.469
17682 13473 411.702
17683 12808 1259.59
17684 8104 6028.63
17685 16383 1163.63
17686 2986 2112.32
17687 9635 116.238
17688 5557 290.943
17689 17864 453.272
17691 10408 2290.79
17692 15987 1553.88
17693 13752 322.144
17695 15918 51.394
17696 858 159.406
17697 8494 2729.3
17699 11359 537.101
17699 3862 277.945
17700 11000 2438.39
17701 9688 1124.95
17702 17775 1787.46
17703 3948 322.507
17704 14832 252.586
17705 6831 6057.71
17706 12984 63.658
17707 3 166.989
17708 7953 978.761
17709 9448 3587.84
17710 3148 7281.21
17711 1616 970.078
17712 18697 3457.01
17713 16108 192.312
17714 2849 67.801
17714 8172 250.674
17715 7263 2006.7
17716 16640 169.553
17717 11707 3244.9
17718 17504 58.863
17719 1423 257.071
17720 6607 1599.8
17721 11079 72.822
17722 16806 85.292
17723 2407 3933.67
17725 8489 7837.43
17726 6724 690.085
17727 5622 155.593
17728 17087 5394.54
17730 3430 3358.07
17731 12995 3838.77
17733 4386 27.477
17734 13242 132.21
17734 6567 46.603
17735 17157 144.988
17736 7558 1356.42
17736 13899 1174.35
17737 14813 3976.97
17738 2136 49.349
17738 5994 81.774
17739 9838 1204.49
17740 8775 27.767
17742 17125 33.715
17743 12323 1070.01
17744 15029 256.609
17745 7743 246.32
17746 10130 113.921
17747 12586 50.425
17749 483 410.799
17750 20 4062.47
17751 2873 2415.89
17752 18282 498.336
17753 16309 2923.43
17753 2355 5006.04
17756 4048 31.06
17756 14713 36.657
17757 1247 205.506
17758 6671 232.115
17759 3847 509.771
17760 18533 168.275
17761 5247 122.818
17763 10546 183.877
17764 3610 106.066
17766 1323 315.289
17767 5486 147.542
17768 2306 321.363
17769 14337 3920.38
17770 2508 112.863
17770 4322 244.872
17771 16032 80.602
17771 17787 149.018
17772 5939 5677.38
17772 2100 4130.01
17773 16759 1995.36
17774 272 390.533
17775 2619 108.259
17775 17761 172.159
17776 18603 2284.41
17777 14888 546.329
17778 12012 38.859
17779 11582 6430.8
17780 10253 284.257
17781 8695 2102.39
17782 2280 1172.5
17783 15454 1174.08
17784 17783 449.153
17785 12824 390.079
17786 5335 102.658
17787 12183 85.854
17788 17068 29.768
17788 15531 55.078
17789 15313 243.996
17790 15968 1083.72
17791 13534 2910.52
17792 14827 335.689
17792 13904 528.615
17793 3255 258.101
17794 4799 2567.53
17795 10541 1476.54
17797 8148 627.17
17798 14730 2025.93
17799 6656 1085.51
17800 14732 23.71
17801 15306 540.916
17801 16397 6189.85
17802 13093 757.954
17803 8893 2364.8
17804 12761 2367.46
17805 11160 3514.5
17806 11987 7554.69
17807 11667 22.001
17807 18364 0.352
17809 8219 2396.54
17810 8725 95.299
17811 676 2038.52
17812 14328 1823.6
17813 10834 1999.66
17816 13111 106.043
17816 11309 96.055
17816 15052 104.064
17817 3951 8963.06
17818 15938 173.233
17820 10936 1500.9
17821 15347 147.56
17822 5518 139.957
17823 15076 275.777
17824 3518 1180.42
17826 7864 3536.05
17827 383 4347.91
17828 16525 6054.07
17829 7829 1325.75
17830 7299 900.391
17831 10752 28.884
17832 6047 225.898
17835 4444 2792.38
17836 1564 129.092
17837 6162 228.914
17838 9187 3480.78
17839 18097 63.15
17840 6304 317.562
17841 9815 25.371
17841 10795 6.756
17841 2306 201.379
17842 18244 89.09
17842 5549 358.753
17843 15900 1792.97
17844 18012 7413.53
17845 9876 3131.47
17846 15232 723.073
17848 17623 786.374
17848 14795 297.643
17848 640 384.376
17849 10611 371.885
17850 16174 7426.36
17851 3724 50.069
17852 2776 913.972
17853 11076 321.9
17854 973 122.86
17855 18409 248.659
17856 3793 54.451
17859 16312 117.752
17860 9884 1015.42
17861 3953 229.786
17862 7826 172.341
17862 18729 147.423
17862 17411 124.326
17863 15865 72.295
17865 9833 905.402
17866 18337 154.506
17867 906 1522.67
17869 17331 12.924
17871 6851 3029.43
17872 14922 746.183
17873 4460 1324.25
17874 15199 1780.01
17875 4253 503.619
17876 12253 0.03
17877 14417 153.308
17878 947 19.904
17879 2196 40.554
17880 17092 335.07
17881 8112 1262.32
17882 9128 1363.23
17883 15226 4454.33
17884 16079 21.218
17885 16573 4718.51
17887 9873 3483.84
17888 15621 8757.39
17889 17600 1933.68
17890 14898 750.891
17891 14880 471.312
17892 14742 1078.25
17893 2335 379.111
17893 1081 26.648
17894 4322 375.055
17895 18125 1659.78
17897 13617 281.125
17899 5667 96.487
17900 6766 6915.47
17901 7193 966.744
17902 18242 619.126
17902 2028 206.397
17903 14992 1737.52
17904 7859 101.466
17905 727 987.637
17906 1557 2353.39
17907 220 266.141
17908 17945 1320.47
17909 17306 141.898
17910 9551 2986.11
17911 8505 2179.2
17912 3885 8536.66
17913 4871 289.571
17914 3630 7553.94
17915 17758 435.657
17916 16242 782.335
17917 3271 1397.09
17918 6742 986.335
17919 6811 2851.23
17920 18458 189.726
17921 12094 79.86
17921 14104 459.83
17922 13684 1550.22
17923 15120 54.541
17924 3235 1134.88
17925 3102 441.847
17925 9091 366.046
17926 71 474.804
17928 11230 3868.52
17929 3162 291.676
17930 7684 1474.23
17930 1745 596.245
17931 16026 2290.2
17932 15001 6181.56
17933 9982 197.102
17934 8029 1.586
17936 18255 5533.45
17937 8706 3964.1
17938 5743 42.088
17939 8356 642.375
17940 4023 527.498
17941 1275 2064.02
17942 8816 241.913
17943 9683 254.537
17944 12355 717.512
17945 10694 359.338
17946 15765 340.289
17947 12084 376.846
17948 9888 1402.12
17949 10219 6.766
17949 5777 312.055
17950 4398 4823.51
17951 16886 6114.65
17952 9625 2249.38
17953 6353 865.83
17954 3749 1393.24
17955 6705 2033.71
17956 873 1288.8
17957 13644 3336.43
17958 6162 939.379
17959 7966 670.695
17960 6419 6588.64
17962 5722 161.824
17963 5881 1069.7
17964 16694 35.731
17965 5390 2635.22
17966 7102 1254.76
17967 2031 3320.99
17968 17732 437.823
17968 14791 931.662
17969 9949 276.687
17970 5354 1917.43
17971 2850 1165.59
17972 13398 303.097
17973 10308 24.698
17974 16666 3276.47
17976 16120 39.264
17976 2777 29.982
17977 18230 1287.68
17977 947 313.892
17978 3634 4331.76
17979 1922 175.335
17980 4367 954.852
17982 12008 80.791
17983 15755 391.515
17984 9238 837.99
17985 14898 173.112
17985 12260 108.924
17986 6384 174.839
17986 16331 181.099
17987 6725 1785.86
17988 8784 1170.85
17989 2775 162.606
17989 8725 74.295
17990 5118 232.217
17991 7491 2030.19
17992 5132 1153.65
17992 4194 787.156
17993 13577 4156.57
17994 14832 3358.66
17995 5391 212.811
17995 4705 468.719
17996 3957 637.56
17997 8226 688.632
17998 9167 288.035
18001 14698 7287.48
18002 11794 667.806
18003 17770 2705.5
18004 12075 1310.96
18005 447 6724.94
18006 37 1620.52
18007 1483 1025.12
18008 5620 4859.01
18009 2327 313.555
18010 8352 260.191
18011 13886 503.509
18012 9967 14.707
18012 1945 4561.34
18013 1483 640.053
18014 1916 39.349
18015 1244 6321.4
18016 10779 176.556
18018 980 87.795
18019 10127 343.749
18022 3014 1082.63
18023 1525 3895.18
18024 15254 61.847
18025 1546 1968.47
18026 2031 3017.02
18028 14853 1105.89
18028 11832 803.884
18029 4059 1805.73
18030 16938 2054.66
18031 13834 312.306
18032 5226 522.177
18033 9361 100.414
18033 15740 15.355
18034 11310 138.118
18036 12081 726.497
18037 6216 3391.82
18038 9099 6112.06
18039 10827 247.455
18040 16188 415.325
18040 5717 377.491
18041 10674 27.733
18042 12305 144.638
18043 4985 185.772
18043 10827 488.493
18044 2146 1237.64
18044 14026 98.042
18045 3000 656.864
18046 5390 103.785
18047 17713 31.052
18048 8398 178.66
18049 2294 149.987
18049 13644 152.626
18050 4380 9662.86
18051 11372 1438.7
18052 13278 387.446
18053 12944 483.96
18054 10743 3143.61
18055 17815 2523.26
18056 2507 351.486
18057 2968 884.685
18058 10834 657.763
18059 14431 7604.52
18061 10570 954.621
18062 8667 1394.17
18063 5357 4.892
18064 12949 739.216
18064 18546 159.029
18065 3074 5111.62
18066 11815 129.955
18067 15705 114.69
18068 2847 157.258
18069 13763 104.854
18069 14751 185.664
18070 4638 2849.66
18071 3135 434.185
18072 10489 16.041
18073 15987 5852.48
18074 6321 520.179
18075 1962 79.664
18076 4240 4965.35
18077 15356 45.124
18078 12802 185.44
18078 5518 571.458
18079 12858 1073.02
18079 12265 1037.09
18081 6844 749.954
18082 11702 14.706
18083 6797 5735.02
18083 4740 1696.21
18084 1600 114.595
18085 2031 1931.13
18086 12006 1381.73
18087 3124 3148.39
18088 8227 3057.17
18090 13242 414.483
18091 9486 93.409
18091 13319 97.346
18092 12298 511.907
18093 12537 22.408
18094 9285 148.684
18095 15864 541.538
18096 4669 608.22
18097 14927 157.288
18098 9142 110.221
18099 590 60.929
18101 4818 813.767
18102 15486 2007.26
18102 11851 2638.33
18103 16108 337.52
18104 4891 902.891
18105 13401 123.409
18105 6961 428.059
18106 6995 287.378
18107 5554 553.342
18108 134 90.26
18109 17861 1179.15
18110 6850 373.554
18111 232 491.938
18112 18337 17.081
18113 1019 926.842
18113 18512 153.875
18114 10686 15.58
18115 4670 53.5
18116 12811 680.506
18117 8266 205.865
18117 17674 43.77
18117 2716 128.345
18118 14325 18.584
18119 1904 318.696
18120 8574 38.596
18120 12605 42.939
18120 2172 25.802
18121 3423 90.567
18122 2686 346.709
18124 5263 101.846
18124 7255 330.801
18125 17125 506.119
18125 741 357.223
18127 1808 98.997
18127 18281 88.127
18128 8725 165.481
18129 6662 764.21
18130 6162 62.661
18131 1214 6139.35
18132 12689 4608.69
18133 5717 556.365
18134 15715 36.924
18135 5954 2430.95
18136 14906 1656.73
18136 15357 1102.39
18137 17503 4059.62
18138 11020 346.486
18139 3213 115.796
18140 15077 1615.81
18141 11951 1606.48
18142 4183 613.582
18143 9078 84.575
18144 194 4946.46
18145 17767 106.176
18146 7785 3142.43
18148 17714 691.154
18149 8015 8294.51
18150 6734 635.844
18151 10671 22.937
18152 18542 3423.39
18153 12189 688.627
18154 17872 100.623
18155 824 3471.68
18157 37 67.624
18158 2192 9959.72
18159 15828 215.964
18160 6490 230.534
18161 12843 260.776
18162 8617 321.866
18163 13583 768.374
18164 76 4798.56
18165 11652 448.076
18166 1548 2476.23
18167 5374 2085.74
18168 14823 22.862
18169 9865 2527.45
18170 18199 1596.64
18171 8790 1804.93
18172 10343 483.635
18173 16554 1038.25
18174 17428 452.512
18175 2428 489.262
18176 10743 271.022
18177 15860 3889.97
18178 2379 118.512
18179 18765 1085.09
18180 14762 843.602
18181 13450 177.24
18183 16928 11.094
18184 8395 3055.76
18185 7277 269.096
18186 9172 598.536
18188 18059 1444.53
18190 15317 375.003
18191 12056 5206.41
18192 17683 197.696
18193 7629 1778.02
18194 2884 474.152
18194 1226 516.992
18195 9006 3989.1
18197 15163 180.51
18197 12879 321.13
18197 12374 365.446
18198 12243 6096.01
18200 9187 657.597
18201 12356 268.758
18202 803 180.382
18203 17848 794.244
18204 8771 4263.69
18205 14770 368.604
18205 18458 460.637
18205 8859 454.433
18206 11837 1923.56
18207 17964 307.536
18207 8395 57.609
18208 4587 2774.62
18209 9198 5043.25
18210 8568 1400.71
18211 10969 410.749
18212 16151 3064.05
18213 6113 996.352
18214 11830 3.138
18214 15631 8.956
18215 18068 849.485
18216 13834 614.262
18217 14898 1124.93
18218 13262 4628.47
18219 9794 137.398
18220 10474 162.404
18221 12460 5459.48
18222 11311 85.704
18223 18071 52.377
18224 9321 3486.61
18225 15298 585.852
18227 6635 2526.63
18228 18196 1985.82
18229 4930 340.829
18231 4568 39.093
18232 5020 26.136
18232 14639 49.642
18233 4089 139.387
18234 6555 74.635
18236 6973 802.282
18237 17904 61.083
18237 12147 63.676
18238 11233 160.785
18240 9727 9366.72
18241 12738 228.507
18242 4969 100.611
18243 5550 2552.05
18245 18270 1948.52
18246 3544 1535
18247 5709 9712.86
18248 6082 827.748
18249 13242 242.985
18250 15346 254.374
18251 18712 1056.83
18252 14517 599.28
18253 17839 3883.09
18254 16113 246.622
18255 10743 70.484
18256 15052 291.666
18258 3143 38.038
18259 1941 3048.1
18261 17456 25.659
18262 12749 119.598
18262 6763 125.686
18263 16038 201.297
18264 16760 142.163
18265 4203 5903.81
18266 18068 212.769
18267 6047 27.245
18267 10380 17.29
18268 2252 23.665
18269 4460 1401.45
18270 11805 88.128
18271 16676 6080.71
18272 18119 159.274
18273 14371 5733.82
18274 13670 3841.32
18275 8775 160.189
18276 12115 990.71
18277 2267 53.985
18278 14789 130.748
18279 8617 221.572
18280 2845 701.645
18281 7612 97.604
18282 9590 567.364
18283 5872 2079.59
18284 16732 3159.38
18285 8465 9802.37
18286 371 1158.73
18287 14332 4759.48
18288 2898 134.946
18288 15643 197.654
18289 13435 1.032
18289 7775 144.549
18290 18060 2512.85
18291 4434 2739.23
18292 5563 612.613
18293 5818 46.433
18293 6238 1148.92
18294 16561 387.456
18295 3792 792.745
18296 18542 2965.09
18297 7015 2183.72
18298 18123 1.854
18299 9727 594.516
18300 8431 293.305
18301 17824 1503.06
18302 4260 4366.63
18303 13528 1281.76
18304 11439 616.571
18304 15868 1012.71
18305 10872 2550.36
18306 18606 1389.09
18307 16242 294.291
18308 9068 308.012
18309 8878 2987.37
18310 937 1211.28
18310 4292 1770.89
18311 10743 15.667
18312 18233 3168.79
18313 13811 5592.61
18314 5441 405.663
18315 15814 1419.63
18316 6439 3688.3
18317 9940 267.438
18318 9681 270.532
18318 9534 549.833
18319 11531 192.989
18320 14742 882.113
18321 307 120.7
18321 9035 1224.81
18322 5246 134.051
18322 3322 120.053
18323 12835 289.912
18323 11853 105.736
18324 5235 9278.94
18325 3847 5973.36
18326 18040 5581.91
18327 6972 522.151
18328 7759 1014.74
18329 3995 120.837
18330 1647 438.683
18331 16397 209.992
18332 5975 287.929
18333 2906 713.623
18334 6834 101.074
18335 18282 1962.98
18337 1709 87.59
18338 18282 3764.85
18340 8738 83.245
18341 16306 193.416
18342 10733 137.04
18343 8076 156.158
18344 2092 4548.1
18345 12412 147.055
18346 18474 8120.6
18347 7423 623.849
18348 5539 398.932
18348 13492 300.587
18350 16125 75.296
18351 7353 281.466
18352 17032 6161.69
18353 18468 98.248
18354 17141 519.024
18355 4264 4723.36
18356 6411 1352.3
18357 13906 510.927
18358 8201 753.936
18359 14713 2043.95
18360 8219 6708.41
18361 14809 2295.68
18362 2818 930.879
18363 16258 810.766
18363 17143 1035.2
18365 8588 11.392
18365 16798 387.641
18366 7688 65.398
18367 12334 75.736
18368 11120 238.317
18370 10261 1444.89
18371 18448 162.335
18372 11685 9797.25
18373 16454 568.73
18374 10530 58.654
18374 15326 182.674
18376 14515 854.352
18377 7540 98.78
18378 5273 44.151
18380 8104 2717.98
18381 8723 226.028
18382 8981 204.992
18383 2550 526.49
18383 12764 480.099
18384 7925 276.623
18385 11551 299.513
18385 7104 38.369
18386 8745 5568.25
18387 8720 285.763
18388 14472 169.406
18389 18463 47.094
18390 12489 404.129
18391 8380 2925.59
18392 15780 3080.04
18393 2843 81.881
18394 3847 155.419
18395 2611 124.878
18396 9133 1762.08
18397 8053 870.449
18398 4089 72.797
18399 8150 33.519
18401 1730 7.127
18403 6999 3164.99
18404 16167 650.873
18405 2399 350.906
18406 4499 228.324
18408 2668 29.2
18408 4874 143.731
18409 9347 27.503
18409 16100 2.56
18410 11639 3426.34
18412 5543 795.546
18413 7162 1331.84
18414 9198 3582.98
18415 18646 4146.77
18416 12339 415.902
18416 9310 430.472
18417 8556 117.385
18418 648 5037.34
18419 17623 5311.94
18420 17798 2198.87
18421 9824 1449.75
18424 4983 5716.25
18426 418 1209.84
18427 6092 3765.38
18428 8611 1521.1
18429 8919 43.852
18429 3544 171.735
18430 7757 1157.86
18431 12863 0.787
18431 2026 18.725
18432 1307 1758.56
18433 17588 46.829
18433 1130 25.101
18434 18330 374.079
18435 4805 1301.11
18436 14495 2126.81
18437 12382 1306.32
18438 9167 242.764
18439 3869 773.726
18441 2845 7270.35
18442 15180 98.859
18443 6263 2486.81
18444 15227 4643.01
18445 1273 251.454
18446 17949 133.472
18447 17148 94.369
18448 11362 161.157
18448 10024 204.433
18449 582 1841.21
18449 11364 1351.48
18450 859 9152.51
18451 17180 1935.25
18452 1641 1952.16
18453 17142 393.243
18455 9352 1356.88
18456 9352 183.012
18457 5051 3665.07
18458 6806 54.139
18458 6096 60.183
18458 12881 23.358
18459 2091 8875.67
18460 666 49.79
18461 14801 169.181
18462 1260 872.638
18463 5469 104.796
18464 8535 605.744
18465 11932 11.64
18465 16416 110.061
18465 12228 30.192
18466 3953 60.947
18466 17986 48.443
18467 15508 190.833
18468 12334 62.306
18469 16147 1440.66
18470 12198 5226.5
18471 14525 1251.04
18472 14730 1169.28
18473 9734 579.47
18474 14715 38.802
18475 8130 78.071
18476 10698 547.825
18477 10530 149.367
18478 5280 1064.46
18479 11935 1226.61
18480 11362 1873.4
18481 17035 677.662
18482 13844 65.476
18483 8186 713.338
18484 13838 54.495
18484 1385 14.682
18485 18652 388.871
18486 10537 184.249
18487 4166 357.225
18487 2332 486.821
18488 11573 257.956
18488 3256 228.661
18489 265 2757.01
18491 17707 440.681
18491 8668 135.114
18492 10541 342.707
18492 5609 24.397
18493 18609 1541.14
18493 8265 1159.89
18494 9899 1212.27
18495 7420 16.378
18496 7177 608.943
18497 4163 110.796
18500 7001 507.654
18501 15965 344.95
18502 10131 227.533
18503 857 3309.85
18504 12383 1703.65
18505 8020 8596.29
18506 4809 3599.36
18507 16519 37.016
18508 4501 393.776
18509 6251 1709.95
18510 18112 3382.2
18512 16918 1577.41
18513 18676 1722.75
18514 16850 324.148
18515 7824 708.296
18516 10552 308.045
18517 1168 72.513
18518 9815 615.843
18519 12634 2964.31
18520 10121 417.768
18521 8131 347.712
18522 13567 6695.66
18523 2937 1287.3
18524 9352 7350.06
18525 4632 342.419
18526 4201 96.766
18526 11788 63.945
18527 10574 202.308
18528 6643 3878.83
18529 1101 249.439
18530 10819 1079.43
18531 10317 480.027
18531 15388 1201.51
18533 18282 340.688
18534 2770 194.332
18534 11095 245.299
18536 862 127.274
18537 23 101.66
18538 8749 1610.96
18539 10265 448.43
18540 6474 245.661
18541 7022 2141.35
18542 17390 726.693
18542 14408 159.068
18543 1337 496.952
18544 149 59.396
18547 5685 52.324
18548 9446 747.739
18549 10948 742.515
18550 14135 1024.95
18552 9221 1093.66
18553 1350 1052.21
18554 7717 999.608
18555 12496 833.639
18556 3195 598.039
18557 6429 245.598
18558 13825 198.514
18558 4906 155.172
18559 7286 8.481
18560 2533 600.238
18561 10453 8478.17
18562 6712 7396.53
18563 11443 204.223
18563 11256 471.854
18564 6252 42.048
18564 16053 38.628
18565 290 137.45
18566 10949 3919.2
18567 1670 114.726
18568 11035 780.163
18569 9582 1226.53
18570 6763 276.503
18571 9526 65.25
18571 2000 43.822
18572 9132 4040.88
18573 4588 604.011
18574 5483 1738.07
18575 6490 192.161
18576 18230 353.625
18577 9755 6331.43
18578 12478 715.786
18580 8405 519.9
18581 4798 3450.42
18582 3587 9805.83
18583 4263 462.883
18584 548 273.648
18585 17986 62.598
18586 5983 265.938
18587 311 577.594
18588 2249 456.787
18590 8201 131.367
18591 1158 852.665
18592 4254 1258.12
18592 15550 1603.21
18593 695 354.599
18594 14152 377.486
18595 14189 505.274
18596 12767 533.852
18597 11869 295.715
18598 13371 105.792
18599 13715 3219.07
18600 2194 3456.38
18601 12014 549.515
18602 3938 1832.16
18603 10011 165.2
18603 10753 38.961
18604 4996 948.684
18605 12648 916.261
18606 18261 3.554
18607 5759 205.621
18608 7095 5282.72
18609 6705 342.635
18610 6293 260.21
18610 5647 0.842
18611 8452 306.811
18612 11872 12.757
18613 4593 580.252
18614 13352 1551.87
18615 3670 2911.64
18616 686 7974.64
18617 11999 2974.43
18618 9812 4496.96
18619 13163 61.79
18620 8795 263.949
18621 8506 128.762
18622 5453 7523.39
18623 13955 506.107
18623 6047 608.999
18625 3665 485.43
18627 16900 143.014
18628 17149 54.226
18630 4721 3801.04
18631 3868 111.036
18632 5309 144.796
18633 13341 3412.94
18634 2835 961.099
18635 2840 1284.99
18635 9416 77.623
18636 13036 426.988
18637 8702 176.81
18638 2837 2301.57
18639 3121 346.677
18640 17750 2371.8
18641 9937 52.565
18642 6497 58.962
